company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/Civitas-Learning,Civitas Learning,http://www.civitaslearning.com,TX,,,,Education, Education,,,,Civitas Learning provides resources to help college students learn well and graduate on time.,,,undocumented,"dataset.url,dataset.name
"
/Clean-Power-Finance,Clean Power Finance,http://www.cleanpowerfinance.com,CA,,,,Energy, Energy,,,,This business-to-business marketplace connects the solar industry with capital markets and provides residential solar professionals with access to solar financing and software that empowers them to close more deals faster.,,,undocumented,"dataset.url,dataset.name
"
/Cleantech-Group,Cleantech Group,http://www.cleantech.com,NY,,,,Environment & Weather, Environment & Weather,,,,"Cleantech Group is a provider of market intelligence and insights on companies in 18 sectors, including energy efficiency, energy storage, smart grid, biofuels & biochemicals, solar, transportation, and water & wastewater.",,,undocumented,"dataset.url,dataset.name
"
/Climate-Corporation,Climate Corporation,http://www.climate.com,"San Francisco, CA",2007,,Data management and analysis,,,Agriculture,Software licensing,"The Climate Corporation aims to help farmers around the world protect and improve their farming operations with uniquely powerful software and insurance products. The company's proprietary Climate Technology Platform‚ combines hyper-local weather monitoring, agronomic data modeling, and high-resolution weather simulations to deliver Climate Basic‚ and Climate Pro‚ mobile SaaS solutions that helps farmers improve profitability by making better informed operating and financing decisions, and Total Weather Insurance, an insurance offering that pays farmers automatically for bad weather that may impact their profits. The company is also an authorized provider of the U.S. Federal crop insurance program, enabling authorized independent crop insurance agents to provide farmers with the industry's most powerful full-stack risk management solution. In the face of increasingly volatile weather, the global $3 trillion agriculture industry depends on the company's unique technologies to help stabilize and improve profits and, ultimately, help feed the world.",The Climate Corporation aims to help farmers around the world protect and improve their farming operations with uniquely powerful software and insurance products.,Not answered by company,"Venture funding 2007 - 2012 through three round totaling around $110M. Investors include Google Ventures, Khosla Ventures, Founders Fund, Index Ventures and NEA.",questionnaire,"dataset.url,dataset.name
www.ncep.noaa.gov,Multi-sensor Radar Derived Daily Precipitation
http://www.usgs.gov/,High Resolution Soil Dataset 
"
/CloudSpokes,CloudSpokes,http://www.cloudspokes.com,CA,,,,Data/Technology, Data/Technology,,,,CloudSpokes is a new crowdsourcing development community and marketplace that matches companies who need cloud development work with a worldwide community of cloud experts.,,,undocumented,"dataset.url,dataset.name
"
/Cloudmade,Cloudmade,http://cloudmade.com,CA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"CloudMade's platform makes geospatial data from hundreds of different sources accessible for different devices and automotive manufacturers, developers and enterprises.",,,undocumented,"dataset.url,dataset.name
"
/Coddes,Coddes,http://www.coddes.com,MD,,,,Scientific Research, Scientific Research,,,,"CODDES, LLC was founded in 2011 to design new chemical and biological compounds and develop novel computational tools, focusing on turning lead molecules into drugs transferable to commercial manufacturing.",,,undocumented,"dataset.url,dataset.name
"
/Code-for-America,Code for America,http://codeforamerica.org,CA,,,,Governance, Governance,,,,"Code for America applies technology to civic issues and envisions a government that works by the people, for the people, in the 21st century.",,,undocumented,"dataset.url,dataset.name
"
/CodeN,Code-N,http://www.code-n.com,CA,,,,Data/Technology, Data/Technology,,,,Code-N is a next-generation cloud computing company that leverages semantic web technology to deliver software solutions to Big Data problems that cannot be solved with keyword-based Internet software and search technologies.,,,undocumented,"dataset.url,dataset.name
"
/College-Abacus,College Abacus,https://collegeabacus.com,DC,,,,Education, Education,,,,"College Abacus provides a free and secure service to its users, enabling them to compare their projected financial aid packages across schools and to identify schools within their budgets.",,,undocumented,"dataset.url,dataset.name
"
/College-Board,College Board,http://www.collegeboard.org,NY,,,,Education, Education,,,,The College Board seeks to ensure that every student in the United States has access to a high-quality education and is prepared to succeed in college.,,,undocumented,"dataset.url,dataset.name
"
/Compendia-Bioscience-Life-Technologies,Compendia Bioscience Life Technologies,http://www.lifetechnologies.com/us/en/home/life-science/cancer-research/cancer-genomics/compendia-bioscience-life-technologies.html,CA,,,,Scientific Research, Scientific Research,,,,Compendia Bioscience provides products and solutions to help advance breakthrough discoveries at the lab bench.,,,undocumented,"dataset.url,dataset.name
"
/Compliance-and-Risks,Compliance and Risks,http://www.complianceandrisks.com,CA,,,,Business & Legal Services, Business & Legal Services,,,,Compliance and Risks guides businesses through the ever-changing and complex maze of compliance ensuring that they know and comply with current regulations.,,,undocumented,"dataset.url,dataset.name
"
/ConnectEDU,ConnectEDU,http://www.connectedu.com,MA,,,,Education, Education,,,,ConnectEDU’s technology solutions empower students by informing their academic and career decisions.,,,undocumented,"dataset.url,dataset.name
"
/Connotate,Connotate,http://www.connotate.com,NJ,,,,Data/Technology, Data/Technology,,,,"Connotate provides Web data extraction and monitoring to help businesses make smarter decisions, reduce costs and grow revenue.",,,undocumented,"dataset.url,dataset.name
"
/Consilio,Consilio,http://www.consilio.com,DC,,,,Research & Consulting, Research & Consulting,,,,"Consilio combines  project management with industry-leading eDiscovery technology to solve problems on complex, global projects.",,,undocumented,"dataset.url,dataset.name
"
/Construction-Monitor-LLC,Construction Monitor LLC,http://www.constructionmonitor.com,"Cedar City, UT",1989,15,Private,,Consumer services (eg health care),"Education, Finance, Geospatial data/mapping, Housing/Real Estate","Subscriptions, Database licensing","The Construction Monitor's vision is to compile and database every building permit (valuation over 10k) issued throughout the United States every week. Currently we have reached that goal in the Western United States and Texas. At the start of 2012 we launched a campaign to have the Eastern United States covered by the end of 2014. The company was founded in 1989. Over the years we have developed a proprietary system to collect and database building permits in ""real time"". The data is used by the construction industry for leads to find new work and the financial industry to forecast economic trends. There are many other industries (both public and private) that use building permit data in many different ways.","Construction Monitor provides  timely, detailed and accurate building permit information, using state of the art technologies to continuously improve its work processes.","Building permit information is a valuable resource for creating a more competitive environment in the construction industry just through knowledge of what's happening. Our permit data is more detailed and timely than the data provided by the Census Bureau. It contains all kinds of data for all kinds of construction. The detailed data is used by regulatory agencies for monitoring compliance with licensing, air quality, waste management, etc. School districts use the data for planning new schools. Metro development agencies use it for forecasting  growth and transportation needs. Utilities use it to insure infrastructure will be in place.","The company is owned by Dave Mineer Sr and son David Mineer Jr. At this time we have 23 employees and about 100 independent contractors throughout the world. Our gross revenues grew to little over $2,000,000 in 2008 and stayed there during the recession for 4 years. This year with the construction industry rebounding our goal is to reach $3,000,000 by the end of the year. We are currently self funded.",questionnaire,"dataset.url,dataset.name
"
/Consumer-Reports,Consumer Reports,http://www.consumerreports.org,"Yonkers, NY",1936,550,Nonprofit,,Information for consumers,"Other, HHS/CMS, State Hospital Infection Data","Subscriptions, Philanthropy (foundations","Consumer Reports was founded in 1936 when advertising first flooded the mass media. Consumers lacked a reliable source of information they could depend on to help them distinguish hype from fact and good products from bad ones. Since then Consumer Reports has filled that vacuum with a broad range of consumer information. To maintain its independence and impartiality, Consumer Reports accepts no outside advertising and no free samples and employs several hundred mystery shoppers and technical experts to buy and test the products it evaluates.

Consumer Reports, is one of the top-circulation magazines in the country, and ConsumerReports.org, has the most subscribers of any website of its kind, in addition to two newsletters, Consumer Reports on Health and Consumer Reports Money Adviser. They have combined subscriptions of more than 8 million. All of Consumer Reports' work is informed by the more than 1 million readers who respond to our Annual Questionnaire, among the largest and most comprehensive consumer studies in the world. In 2008, Consumer Reports also launched several initiatives, including the Consumer Reports Health Ratings Center, which serve to educate and empower consumers to make more informed health-care decisions and to help change the market.","Consumer Reports is an expert, independent, nonprofit organization whose mission is to work for a fair, just, and safe marketplace for all consumers and to empower consumers to protect themselves.",Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
"
/CoolClimate,CoolClimate,http://coolclimate.berkeley.edu,CA,,,,Environment & Weather, Environment & Weather,,,,"CoolClimate provides a complete, highest-resolution, peer-reviewed model of carbon footprints associated with transportation, foods, goods and services for households, businesses, organizations and cities.",,,undocumented,"dataset.url,dataset.name
"
/Copyright-Clearance-Center,Copyright Clearance Center,http://www.copyright.com,MA,,,,Business & Legal Services, Business & Legal Services,,,,"Copyright Clearance Center (CCC) is a global rights broker for  books, journals, blogs, movies and more.",,,undocumented,"dataset.url,dataset.name
"
/Core-Logic-Inc,Core Logic Inc,http://www.corelogic.com/about-us/our-company.aspx,CA,,,,Business & Legal Services, Business & Legal Services,,,,"CoreLogic supplies high-value information, analytics and outsourcing services that thousands of companies use to make timely and insightful decisions.",,,undocumented,"dataset.url,dataset.name
"
/CoreOne,CoreOne,http://www.coreonetechnologies.com/coreone/web/me.get?web.home,NY,,,,Finance & Investment, Finance & Investment,,,,"CoreOne is a global leading provider of financial data creation, management, distribution services and solutions",,,undocumented,"dataset.url,dataset.name
"
/Corporation-for-Enterprise-Development,Corporation for Enterprise Development,http://cfed.org,DC,,,,Governance, Governance,,,,"CFED is a multi-faceted organization working at the local, state and federal levels to create economic opportunity that alleviates poverty.",,,undocumented,"dataset.url,dataset.name
"
/CostQuest,CostQuest,http://www.costquest.com,OH,,,,Business & Legal Services, Business & Legal Services,,,,"CostQuest provides global knowledge of costs, business functions, network modeling, telecommunications, economics, regulation, and applying the right data to make accurate business decisions.",,,undocumented,"dataset.url,dataset.name
"
/Credit-Karma,Credit Karma,https://www.creditkarma.com,CA,,,,Finance & Investment, Finance & Investment,,,,"Credit Karma gives consumers access to all of their financial information — bank accounts, credit cards, bills, mortgages, loans, and, of course, your credit scores — all in one location, all under one account, all for free.",,,undocumented,"dataset.url,dataset.name
"
/Credit-Sesame,Credit Sesame,http://creditsesame.com,"Mountain View, CA",2010,30,Private,,Financial/investment services,Finance,"Advertising, Lead generation to other businesses","Credit Sesame was founded on a very simple principle: Assets – Liabilities = Wealth, and the recognition that most people overlook how important managing their credit and loans is to building wealth. Most financial services companies direct customers to focus on investing and don't address a significant contributor to the wealth equation – the mortgages, loans and credit cards we pay each month. That's where we come in. With our deep expertise in developing bank-level credit and loan analytics, and the belief that transparency and access to financial information are fundamental consumer rights, we established Credit Sesame in 2010.",Credit Sesame is a free online personal finance tool that provides the best way for consumers to save money on loans and credit needs.,Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
http://www.census.gov/,US Census Bureau Median Income by County
https://www.census.gov/acs/www/,US Census Bureau American Community Survey (ACS)
"
/Crime-Reports-,Crime Reports ,http://www.publicengines.com/products/crimereports.php,UT,,,,Governance, Governance,,,,CrimeReports auto-publishes crime data so that citizens can access and browse crime information on a map from any computer or mobile device and  submit anonymous tips through the platform.,,,undocumented,"dataset.url,dataset.name
"
/Dabo-Health,Dabo Health,https://www.dabohealth.com/#/,,,,,Healthcare, Healthcare,,,,Dabo is a health care company dedicated to saving lives through improving quality of care through metrics.,,,undocumented,"dataset.url,dataset.name
"
/DataLogix,DataLogix,http://www.datalogix.com,CO,,,,Data/Technology, Data/Technology,,,,DataLogix manages data including almost every U.S. household and more than $1 trillion in consumer transactions.,,,undocumented,"dataset.url,dataset.name
"
/Datamade,DataMade,http://datamade.us,"Chicago, IL",2012,2,Private,,Information for consumers,"Geospatial data/mapping, Scientific Research","Data management and analytic services, Philanthropy (foundations,  donations), Other","DataMade is a civic technology company. We work on projects that make open data, make open source software, and make people more powerful. ","Datamade deploys civic apps, builds custom visualizations, and trains people to work with open data.","Citizens using our tools to improve their understanding of government, liberation of data, website traffic and popularity.","2012 revenue: $43,420.88 (July - Dec 2012)
2013 revenue $85,000+
12 clients
3 employees (including owners",questionnaire,"dataset.url,dataset.name
https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-present/ijzp-q8t2,Crimes - 2001 to Present
https://datacatalog.cookcountyil.gov/Finance-Administration/Cook-County-Budget-1993-2011/y39t-8wqx,Cook County Budget 1993-2011
"
/Datamarket,DataMarket,http://datamarket.com,"Boston, MA",2008,15,Private,,Data management and analysis,"Education, Energy, Finance, Health and Health Care, Manufacturing, Scientific Research, Trade, Transportation, Telecom",Software licensing,"DataMarket helps people find and understand data. We bring complex and diverse data together in one place and one format so it can be searched, compared, visualized and shared across teams, organizations or on the web. DataMarket is licensed to enterprises and data publishers as a white-label SaaS solution and includes seamless access to our ever-expanding collection of facts and figures from leading global data providers. Our open data portal, datamarket.com, enables anyone to use our search and visualization technology to explore a vast amount of key public data from around the world, whenever they wish and free of charge.","DataMarket brings complex and diverse data together so you can search, compare, visualize and share it in one place and one format.","We believe that helping enterprises and organizations to make better decisions - by making it easier to use all of the data they have at their disposal - contributes to the public good. We also operate a major free and open portal that makes key public data from around the world easier to find, compare and use, and it is visited and used by tens of thousands of people every month. The number of people using our technology and the number of queries they can answer and visualize, whether on our open portal or by our enterprise customers, is in our view one general measure of the social utility of our platform.","We are a private company founded in 2008 and as of mid-2013 had received about $1.8 million in founder, angel and seed investment. We have been roughly doubling annual turnover for several years running and in 2012 had sales of $1.3 million.",questionnaire,"dataset.url,dataset.name
http://www.stlouisfed.org/,Federal Reserve Bank of St. Louis
www.gpo.gov/,US Government Priniting Office
"
/Datamyne,Datamyne,http://www.datamyne.com,FL,,,,Business & Legal Services, Business & Legal Services,,,,Datamyne provides global import/export data to help take business across borders,,,undocumented,"dataset.url,dataset.name
"
/De-Silva--Phillips,De Silva & Phillips,http://www.desilvaphillips.com,NY,,,,Finance & Investment, Finance & Investment,,,,"By recognizing the particular challenges and opportunities for each seller or buyer, De Silva & Phillips develops a process that produces the best price, the right asset, the most competitive corporate finance solution.",,,undocumented,"dataset.url,dataset.name
"
/Deloitte,Deloitte,http://www.deloitte.com/view/en_US/us/index.htm,NY,,,,Research & Consulting, Research & Consulting ,,,,"Deloitte works in four key business areas — audit, financial advisory, tax and consulting — and combines the talents of those groups to address clients’ needs.",,,undocumented,"dataset.url,dataset.name
"
/Dory-20-,Dory 2.0 ,http://dory.trialx.com/ask/,NY,,,,Healthcare, Healthcare,,,,"Dory is a clinical trial search system with several innovative features, including an algorithm that makes it possible to find the most appropriate matching trials as quickly as possible.",,,undocumented,"dataset.url,dataset.name
"
/Dow-Jones--Co,Dow Jones & Co.,http://www.dowjones.com,NY,,,,Finance & Investment, Finance & Investment,,,,Dow Jones & Company explains the world and the world of business with authoritative journalism and smart technology.,,,undocumented,"dataset.url,dataset.name
"
/Dun--Bradstreet,Dun & Bradstreet,http://www.dnb.com,NJ,,,,Finance & Investment, Finance & Investment,,,,"D&B (NYSE:DNB) is a leading source of commercial information and insight on businesses, with a global commercial database that contains more than 225 million business records.",,,undocumented,"dataset.url,dataset.name
"
/EMC,EMC,http://www.emc.com/index.htm,MA,,,,Data/Technology, Data/Technology,,,,"EMC provides technologies and tools to help businesses design, build, and manage information infrastructures, to store, protect, and manage information so that it can be made accessible, searchable, shareable, and actionable.",,,undocumented,"dataset.url,dataset.name
"
/EZGrantFiling,EZGrantFiling,http://www.ezgrantfiling.com,VA,,,,Finance & Investment, Finance & Investment,,,,"EZGrantFiling provides a secure online environment  to store and access vital grant documents and translate data into federal grant administrative reports, effortlessly and instantly.",,,undocumented,"dataset.url,dataset.name
"
/Earthquake-Alert-,Earthquake Alert!,https://play.google.com/store/apps/details?id=com.joshclemm.android.quake&hl=en,VA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"Earthquake Alert! shows the latest Magnitude 3.0 and higher earthquakes from all over the U.S., including California, Nevada, Alaska, Hawaii, and Puerto Rico areas, using earthquake data from the USGS.",,,undocumented,"dataset.url,dataset.name
"
/Eat-Shop-Sleep,Eat Shop Sleep,https://itunes.apple.com/us/app/eat-shop-sleep/id465262611,,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"Eat Sleep Shop helps consumers search for places to eat, shop & sleep and then read customer reviews as well as health, safety & labor highlights.",,,undocumented,"dataset.url,dataset.name
"
/Elder-Research,Elder Research,http://datamininglab.com,VA,,,,Data/Technology, Data/Technology,,,,"Elder Research Inc. (ERI) is a consulting company working in data mining, predictive analytics, and text mining; it has worked with government agencies and Fortune Global 500 companies to solve real-world problems.",,,undocumented,"dataset.url,dataset.name
"
/Eldersnap,Eldersnap,http://eldersnap.com,VA,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,Eldersnap helps connect seniors in need with trusted helpers.,,,undocumented,"dataset.url,dataset.name
"
/ElectNext,ElectNext,https://electnext.com,NY,,,,Governance, Governance,,,,"ElectNext helps anyone, anywhere get informed and engaged on their most important political issues.",,,undocumented,"dataset.url,dataset.name
"
/Embark,Embark,http://letsembark.com,CA,,,,Transportation, Transportation,,,,"Embark makes mass transit simple, providing an accurate, reliable, and interactive transit experience that helps you get where you want to go.",,,undocumented,"dataset.url,dataset.name
"
/Energy-Points-Inc,"Energy Points, Inc.",http://energypoints.com,"Boston, MA",2011,16,Private,,Data management and analysis,"Energy, Environmental, Geospatial data/mapping","Subscriptions, Software licensing","Energy Points uses a unifying metric, big data and comprehensive analytics to manage enterprise energy resources, such as electricity, fuels, water, and materials. The Company ""software-as-a-service (SaaS)"" platform combines advanced analytics with complex resource scarcity data to translate all resources into a unifying metric enabling a direct, one-to-one comparison of domains such as electricity, water, waste and fuel.

The Energy Resource Management (ERM) industry is growing rapidly, similar to Customer Relationship Management a few decades ago. However, the ERM Industry has been struggling to find a simple and accurate, unifying solution that enables operational management and optimization of energy resources (water, electricity, fuel, waste etc.) across enterprises.

Energy Points directly addresses how companies can maximize resource efficiency with immediate financial return enhancing operational excellence, sustainability and branding.","Energy Points uses a unifying metric, big data and comprehensive analytics to manage enterprise energy resources, such as electricity, fuels, water, and materials.",We engage and continue to work with faculty and students at colleges and universities to teach our quantitatively rigorous approach to resource sustainability. We also work on research projects related to energy and material efficiency meant to benefit the common understanding of sustainability and environmental performance.,"We allow organizations to optimize their financial and environmental performance. Our model is entirely business-to-business. We sell two products: a portal designed for organizations that consume multiple resources (electricity, water, etc.) typically in a large portfolio of assets. Our portal allows customers to analyze their portfolio, identify outliers, compare to benchmarks of environmental and financial performance as well as select and track projects. The other product is a software development kit (SDK) that serves as a calculation engine for companies that have their own portal.  We don't disclose revenue or funding figures.",questionnaire,"dataset.url,dataset.name
http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,eGRID
http://water.usgs.gov/watuse/,Water Use in the United States 2010
"
/Energy-Solutions-Forum,Energy Solutions Forum,http://energysolforum.com,"New York, NY",2011,4,Private,,Financial/investment services,"Energy, Environmental, Finance",Subscriptions,"Energy Solutions Forum (ESF) is an energy policy infotech company that will revolutionize the energy investment market. Our data product, EnerKnol, provides energy investors for the first time, access to real-time, comprehensive source of U.S. energy policy information from state, federal, and local regulators, thus driving investments forward by solving the problem of inaccessible fragmented data across 80,000+ government offices. ESF's flagship product, ESF Research, pioneers in macro- and industry-level analyses around the highly fragmented government regulations and policies that impact energy markets. ESF is also the founding sponsor of New York Energy Week, a series of ""for the industry, by the industry"" events, launched to foster collaboration and investment in New York's rapidly growing energy economy. ESF founded the initiative based on the company's broader vision to fuel industry investment through cross-sector data products and research designed for all sectors of the diverse, and often fragmented, energy industry.",Energy Solutions Forum provides the energy industry with U.S. energy and environmental policy information to support growth of domestic energy markets.,Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
www.federalregister.gov/learn/developers,www.federalregister.gov/learn/developers
"
/Enervee-Corporation,Enervee Corporation,http://enervee.com,CA,,,,Energy, Energy,,,,"Enervee shows energy efficient products, provides real-time analysis of the best prices and shows how much businesses will spend operating it.",,,undocumented,"dataset.url,dataset.name
"
/Enigmaio,Enigma.io,http://enigma.oi,"New York, NY",2010,14,Private,,Data management and analysis,"Agriculture, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Trade, Transportation, Telecom","Subscriptions, Lead generation to other businesses","Enigma.io is a platform that centralizes, mines and relates big public data about companies, people and locations. Offering one of the largest and broadest repositories of public data on the market, Enigma draws together sources as diverse as SEC filings, government spending contracts, liens, patents, asset ownership, bills of lading, and much more. Enigma's web-based application allows users to connect otherwise disparate and unorganized public data and its full-featured APIs empower developers extend their applications.","By harmonizing and indexing the world's public data, Engima empowers professionals to discover hidden facts and connections like never before.",Not answered by company,Not answered by company,questionnaire,"dataset.url,dataset.name
"
/Environmental-Data-Resources,Environmental Data Resources,http://www.edrnet.com,CT,,,,Environment & Weather, Environment & Weather,,,,"Environmental Data provides customers with the solutions they need to assess, understand and manage environmental risk.",,,undocumented,"dataset.url,dataset.name
"
/Epsilon,Epsilon,http://www.epsilon.com,TX,,,,Data/Technology, Data/Technology,,,,"Epsilon works with leading marketers, using customer intelligence to ignite connections between brands and customers with solutions that integrate rich data, engaging creativity and robust technologies.",,,undocumented,"dataset.url,dataset.name
"
/Equifax,Equifax,http://www.equifax.com/home/en_us,GA,,,,Finance & Investment, Finance & Investment,,,,"Equifax leverages one of the largest sources of consumer and commercial data, along with advanced analytics and proprietary technology, to create customized insights for business.",,,undocumented,"dataset.url,dataset.name
"
/Ernst--Young-LLP,Ernst & Young LLP,http://www.ey.com,NY,,,,Finance & Investment, Finance & Investment,,,,"Ernst & Young is a leader in assurance, tax, transactions and advisory services.",,,undocumented,"dataset.url,dataset.name
"
/Escholar-Llc,eScholar LLC.,http://www.escholar.com,"White Plains, NY",1997,65,Private,,Education Industry,Education,Data management and analytic services,eScholar's mission is to leverage secure comprehensive data to help students across the country achieve the best possible education.,"eScholar applies research and data to personalize education, helping state and local Educational Agencies to more effectively manage and use key educational data to improve the quality and effectiveness of educational programs.","We measure educational improvement (graduation rates, attendance, grades, credentials earned and more) as the most important gauge of our team's success.  We recognize that we play a supporting role and actual results are achieved by educators, students and parents.  We look at the difference between improvements achieved by eScholar  partners versus others.",eScholar is a private company primarily owned by the founding team and funds product development entirely from operations.   The economies of scale we achieve by supporting almost half of the US education market allow us to continue to invest heavily in data security and product innovation.,questionnaire,"dataset.url,dataset.name
"
/Esri,Esri,http://esri.com,"Redlands, CA",1969,3500,Private,,Software and Services,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Transportation, Telecom, Weather, Other","Subscriptions, Software licensing","Esri inspires and enables people to positively impact the future through a deeper, geographic understanding of the changing world around them. At Esri, we believe that geography is at the heart of a more resilient and sustainable future. Governments, industry leaders, academics, and nongovernmental organizations (NGOs) trust us to connect them with the analytic knowledge they need to make these critical decisions that shape the planet.",Esri is the world leader in geographic information systems and has a long history of using open data.,Esri's technology enables organizations to create responsible and sustainable solutions to problems at local and global scales.,Esri is a privately held company with over $1B US revenue annually. We have offices and distributors in over 80 countries worldwide. The Esri Partner Network has over 2000 members who develop applications for specific use cases. Esri has consistently maintained a financial posture of zero debt.,questionnaire,"dataset.url,dataset.name
http://www.census.gov/,http://www.census.gov/
"
/Estately,Estately,http://www.estately.com/,"Seattle, WA",2007,10,Private,,Consumer research and/or marketing,Housing/Real Estate,Lead generation to other businesses,"We are a real estate brokerage in 30+ states, publishing residential houses for sale on the internet for consumers. ","We are a real estate brokerage in 30+ states, publishing residential houses for sale on the internet for consumers. ",Consumer satisfaction. ,"We are private, growing in double digits, and have taken about $1m in private financing.",questionnaire,"dataset.url,dataset.name
"
/EverFi,EverFi,http://www.everfi.com,DC,,,,Education, Education,,,,"EverFi is a leading education technology company focused on teaching, assessing, badging, and certifying students in critical skills.",,,undocumented,"dataset.url,dataset.name
"
/Everyday-Health,Everyday Health,http://www.everydayhealth.com,NY,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"Everyday Health provides expert guidance and daily tools that people need to make the best health choices, actively manage health conditions and live healthier lives every day.",,,undocumented,"dataset.url,dataset.name
"
/Evidera,Evidera,http://www.evidera.com,MD,,,,Healthcare, Healthcare,,,,"Evidera provides health economics, outcomes research, market access, data analytics and epidemiology services.",,,undocumented,"dataset.url,dataset.name
"
/Expedia,Expedia,http://www.expedia.com,WA,,,,Transportation, Transportation,,,,Expedia Inc. is the American-based parent company to several global online travel brands.,,,undocumented,"dataset.url,dataset.name
"
/Experian,Experian,http://www.experian.com,CA,,,,Finance & Investment, Finance & Investment,,,,"Experian provides information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions.",,,undocumented,"dataset.url,dataset.name
"
/Explorys,Explorys,https://www.explorys.com,OH,,,,Healthcare, Healthcare,,,,"Explorys provides a secure software platform that allows healthcare systems to aggregate, analyze, manage, and research their data to provide better patient care in a rapidly changing healthcare market.",,,undocumented,"dataset.url,dataset.name
"
/Exversion,Exversion,https://exversion.com,",",2013,2,Private,,Data management and analysis,"Geospatial data/mapping, Scientific Research, Telecom","Data management and analytic services, User fees for web or mobile access","Exversion aims to improve accessibility and usability of all data. We believe that the future is in comparatively small, well assembled, thoroughly documented data sets. ","
Exversion makes it possible to search over 140,000 datasets, consume them through one API or upload a user's own data - and collaborate, publish, share or version-control it with colleagues and the community.",,,questionnaire,"dataset.url,dataset.name
"
/Ezxbrl,Ez-XBRL,http://ez-xbrl.com,"Manassas, VA",2009,,Private,,Data management and analysis,Finance,Software licensing,"Ez-XBRL Solutions, Inc. is a global provider of products and services for Financial Analytics and Financial Regulatory Compliance. We provide analytics solutions by extracting critical information from SEC filings and other public disclosures. Our team comprises of experts with significant knowledge and experience in a diverse set of domains and technologies, including financial services, XBRL, XML databases, Natural Language Processing and Semantic Analytics. Ez-XBRL is a member of XBRL US and is playing a key role in the development of XBRL standards and global adoption. The company is headquartered in the USA and has operations in the UK and India.","We use innovative technologies to provide solutions for financial research, analytics and regulatory compliance.","Our technology and technical capabilities enables better public company disclosures, transparency and helps financial market stakeholders research and analyze corporations much more effectively. Our solutions help investors, regulators and auditors spot hard to find information more easily.",We have been consistently ranked among the top 4 XBRL product vendors in the US. Over 700 public companies have used our solutions complete regulatory filings. Our revenues have shown consistent growth since 2010 and we are poised for substantial growth within the next 12 months.,questionnaire,"dataset.url,dataset.name
http://www.sec.gov/edgar/searchedgar/webusers.htm,US Securities and Exchange Commision (SEC) Next-Generation EDGAR System
"
/FLOODGATE,FLOODGATE,http://www.floodgate.com/#!,CA,,,,Finance & Investment, Finance & Investment,,,,Floodgate offers a unique fundraising model that bridges the gap between initial seed money raised from traditional “Angel” investors and the much larger investments that characterize traditional venture capitalists.,,,undocumented,"dataset.url,dataset.name
"
/Factiva,Factiva,http://www.dowjones.com/factiva/,NJ,,,,Finance & Investment, Finance & Investment,,,,"Factiva, Inc., from Dow Jones, provides essential business news and information together with content delivery tools and services.",,,undocumented,"dataset.url,dataset.name
"
/Factset,Factset,http://www.factset.com,CT,,,,Finance & Investment, Finance & Investment,,,,"FactSet consolidates tools to monitor global markets, public and private companies, and equity and fixed income portfolios in a single, intuitive interface.",,,undocumented,"dataset.url,dataset.name
"
/Factual,Factual,http://www.factual.com,"Los Angeles, CA",2007,80,Private,,Data management and analysis,"Arts,  Entertainment,  & Recreation, Finance, Geospatial data/mapping, Health and Health Care, Nutrition, Scientific Research, Transportation, Telecom","Advertising, Data management and analytic services, Database licensing, Lead generation to other businesses, Subscriptions","Factualâ€™s location platform enriches mobile location signals with definitive global data, enabling personalized and contextually relevant mobile experiences. Built from billions of inputs, the data is constantly updated by Factualâ€™s real-time data stack.
","Factual’s location platform enriches mobile location signals with definitive global data from billions of inputs, enabling personalized and contextually relevant mobile experiences.",,,questionnaire,"dataset.url,dataset.name
"
